9 0 1.56874e-08 -0.237376 0
9 1 1.56874e-08 -0.237376 0
9 2 1.56874e-08 -0.237376 0
9 3 1.56874e-08 -0.237376 0
9 4 1.56874e-08 -0.237376 0
9 5 1.56874e-08 -0.237376 0
9 6 1.56874e-08 -0.237376 0
9 7 1.56874e-08 -0.237376 0
9 8 1.56874e-08 -0.237376 0
9 9 1.56874e-08 -0.237376 0
10 0 1.78808e-08 -6.38573e-14 -2.8913e-18
10 1 1.78808e-08 -6.38573e-14 -2.8913e-18
10 2 1.78808e-08 -6.38573e-14 -2.8913e-18
10 3 1.78808e-08 -6.38573e-14 -2.8913e-18
10 4 1.78808e-08 -6.38573e-14 -2.8913e-18
10 5 1.78808e-08 -6.38573e-14 -2.8913e-18
10 6 1.78808e-08 -6.38573e-14 -2.8913e-18
10 7 1.78808e-08 -6.38573e-14 -2.8913e-18
10 8 1.78808e-08 -6.38573e-14 -2.8913e-18
10 9 1.78808e-08 -6.38573e-14 -2.8913e-18
11 0 1.56874e-08 0.237376 0
11 1 1.56874e-08 0.237376 0
11 2 1.56874e-08 0.237376 0
11 3 1.56874e-08 0.237376 0
11 4 1.56874e-08 0.237376 0
11 5 1.56874e-08 0.237376 0
11 6 1.56874e-08 0.237376 0
11 7 1.56874e-08 0.237376 0
11 8 1.56874e-08 0.237376 0
11 9 1.56874e-08 0.237376 0
