12 0 1.56874e-08 -0.237376 0
12 1 1.56874e-08 -0.237376 0
12 2 1.56874e-08 -0.237376 0
12 3 1.56874e-08 -0.237376 0
12 4 1.56874e-08 -0.237376 0
12 5 1.56874e-08 -0.237376 0
12 6 1.56874e-08 -0.237376 0
12 7 1.56874e-08 -0.237376 0
12 8 1.56874e-08 -0.237376 0
12 9 1.56874e-08 -0.237376 0
13 0 1.78808e-08 -6.38573e-14 -2.8913e-18
13 1 1.78808e-08 -6.38573e-14 -2.8913e-18
13 2 1.78808e-08 -6.38573e-14 -2.8913e-18
13 3 1.78808e-08 -6.38573e-14 -2.8913e-18
13 4 1.78808e-08 -6.38573e-14 -2.8913e-18
13 5 1.78808e-08 -6.38573e-14 -2.8913e-18
13 6 1.78808e-08 -6.38573e-14 -2.8913e-18
13 7 1.78808e-08 -6.38573e-14 -2.8913e-18
13 8 1.78808e-08 -6.38573e-14 -2.8913e-18
13 9 1.78808e-08 -6.38573e-14 -2.8913e-18
14 0 1.56874e-08 0.237376 0
14 1 1.56874e-08 0.237376 0
14 2 1.56874e-08 0.237376 0
14 3 1.56874e-08 0.237376 0
14 4 1.56874e-08 0.237376 0
14 5 1.56874e-08 0.237376 0
14 6 1.56874e-08 0.237376 0
14 7 1.56874e-08 0.237376 0
14 8 1.56874e-08 0.237376 0
14 9 1.56874e-08 0.237376 0
