4 0 1.71257e-10 -0.320185 0.000118685
4 1 1.71257e-10 -0.320185 0.000118685
4 2 1.71257e-10 -0.320185 0.000118685
4 3 1.71257e-10 -0.320185 0.000118685
4 4 1.71257e-10 -0.320185 0.000118685
4 5 1.71257e-10 -0.320185 0.000118685
4 6 1.71257e-10 -0.320185 0.000118685
4 7 1.71257e-10 -0.320185 0.000118685
4 8 1.71257e-10 -0.320185 0.000118685
4 9 1.71257e-10 -0.320185 0.000118685
5 0 2.09234e-10 -0.0929824 5.96476e-05
5 1 2.09234e-10 -0.0929824 5.96476e-05
5 2 2.09234e-10 -0.0929824 5.96476e-05
5 3 2.09234e-10 -0.0929824 5.96476e-05
5 4 2.09234e-10 -0.0929824 5.96476e-05
5 5 2.09234e-10 -0.0929824 5.96476e-05
5 6 2.09234e-10 -0.0929824 5.96476e-05
5 7 2.09234e-10 -0.0929824 5.96476e-05
5 8 2.09234e-10 -0.0929824 5.96476e-05
5 9 2.09234e-10 -0.0929824 5.96476e-05
6 0 2.09234e-10 0.0929824 5.96476e-05
6 1 2.09234e-10 0.0929824 5.96476e-05
6 2 2.09234e-10 0.0929824 5.96476e-05
6 3 2.09234e-10 0.0929824 5.96476e-05
6 4 2.09234e-10 0.0929824 5.96476e-05
6 5 2.09234e-10 0.0929824 5.96476e-05
6 6 2.09234e-10 0.0929824 5.96476e-05
6 7 2.09234e-10 0.0929824 5.96476e-05
6 8 2.09234e-10 0.0929824 5.96476e-05
6 9 2.09234e-10 0.0929824 5.96476e-05
7 0 1.71257e-10 0.320185 0.000118685
7 1 1.71257e-10 0.320185 0.000118685
7 2 1.71257e-10 0.320185 0.000118685
7 3 1.71257e-10 0.320185 0.000118685
7 4 1.71257e-10 0.320185 0.000118685
7 5 1.71257e-10 0.320185 0.000118685
7 6 1.71257e-10 0.320185 0.000118685
7 7 1.71257e-10 0.320185 0.000118685
7 8 1.71257e-10 0.320185 0.000118685
7 9 1.71257e-10 0.320185 0.000118685
