12 0 0.807083 -0.177078 0
12 1 0.807083 -0.177078 0
12 2 0.807083 -0.177078 0
12 3 0.807083 -0.177078 0
12 4 0.807083 -0.177078 0
12 5 0.807083 -0.177078 0
12 6 0.807083 -0.177078 0
12 7 0.807083 -0.177078 0
12 8 0.807083 -0.177078 0
12 9 0.807083 -0.177078 0
13 0 1 0.05 0
13 1 1 0.05 0
13 2 1 0.05 0
13 3 1 0.05 0
13 4 1 0.05 0
13 5 1 0.05 0
13 6 1 0.05 0
13 7 1 0.05 0
13 8 1 0.05 0
13 9 1 0.05 0
14 0 0.857083 0.225085 0
14 1 0.857083 0.225085 0
14 2 0.857083 0.225085 0
14 3 0.857083 0.225085 0
14 4 0.857083 0.225085 0
14 5 0.857083 0.225085 0
14 6 0.857083 0.225085 0
14 7 0.857083 0.225085 0
14 8 0.857083 0.225085 0
14 9 0.857083 0.225085 0
