0 0 0.807083 -0.177078 0
0 1 0.807083 -0.177078 0
0 2 0.807083 -0.177078 0
0 3 0.807083 -0.177078 0
0 4 0.807083 -0.177078 0
0 5 0.807083 -0.177078 0
0 6 0.807083 -0.177078 0
0 7 0.807083 -0.177078 0
0 8 0.807083 -0.177078 0
0 9 0.807083 -0.177078 0
1 0 1 0.05 0
1 1 1 0.05 0
1 2 1 0.05 0
1 3 1 0.05 0
1 4 1 0.05 0
1 5 1 0.05 0
1 6 1 0.05 0
1 7 1 0.05 0
1 8 1 0.05 0
1 9 1 0.05 0
2 0 0.857083 0.225085 0
2 1 0.857083 0.225085 0
2 2 0.857083 0.225085 0
2 3 0.857083 0.225085 0
2 4 0.857083 0.225085 0
2 5 0.857083 0.225085 0
2 6 0.857083 0.225085 0
2 7 0.857083 0.225085 0
2 8 0.857083 0.225085 0
2 9 0.857083 0.225085 0
