4 0 2.97542e-07 -0.320185 0.000581047
4 1 2.97542e-07 -0.320185 0.000581047
4 2 2.97542e-07 -0.320185 0.000581047
4 3 2.97542e-07 -0.320185 0.000581047
4 4 2.97542e-07 -0.320185 0.000581047
4 5 2.97542e-07 -0.320185 0.000581047
4 6 2.97542e-07 -0.320185 0.000581047
4 7 2.97542e-07 -0.320185 0.000581047
4 8 2.97542e-07 -0.320185 0.000581047
4 9 2.97542e-07 -0.320185 0.000581047
5 0 3.63522e-07 -0.0929824 0.000292016
5 1 3.63522e-07 -0.0929824 0.000292016
5 2 3.63522e-07 -0.0929824 0.000292016
5 3 3.63522e-07 -0.0929824 0.000292016
5 4 3.63522e-07 -0.0929824 0.000292016
5 5 3.63522e-07 -0.0929824 0.000292016
5 6 3.63522e-07 -0.0929824 0.000292016
5 7 3.63522e-07 -0.0929824 0.000292016
5 8 3.63522e-07 -0.0929824 0.000292016
5 9 3.63522e-07 -0.0929824 0.000292016
6 0 3.63522e-07 0.0929824 0.000292016
6 1 3.63522e-07 0.0929824 0.000292016
6 2 3.63522e-07 0.0929824 0.000292016
6 3 3.63522e-07 0.0929824 0.000292016
6 4 3.63522e-07 0.0929824 0.000292016
6 5 3.63522e-07 0.0929824 0.000292016
6 6 3.63522e-07 0.0929824 0.000292016
6 7 3.63522e-07 0.0929824 0.000292016
6 8 3.63522e-07 0.0929824 0.000292016
6 9 3.63522e-07 0.0929824 0.000292016
7 0 2.97542e-07 0.320185 0.000581046
7 1 2.97542e-07 0.320185 0.000581046
7 2 2.97542e-07 0.320185 0.000581046
7 3 2.97542e-07 0.320185 0.000581046
7 4 2.97542e-07 0.320185 0.000581046
7 5 2.97542e-07 0.320185 0.000581046
7 6 2.97542e-07 0.320185 0.000581046
7 7 2.97542e-07 0.320185 0.000581046
7 8 2.97542e-07 0.320185 0.000581046
7 9 2.97542e-07 0.320185 0.000581046
